id,data,descricao,aprovacao,ultimaApresentacaoProposicao_idProposicao
2317546-21,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 4306/2020, por ter sido aprovado o REQ 3721/2023 que está apensado ao primeiro.",1.0,2317657
2418838-7,2024-11-12,Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 350; Não: 17; Total: 367.,1.0,0
2417888-17,2024-11-12,"Aprovado o requerimento nº 486/2024,do Sr. Vinicius Carvalho, que solicita urgência (art. 155) para o PL 212/2024.",1.0,0
2419266-17,2024-11-12,"Aprovado o requerimento nº 486/2024,do Sr. Vinicius Carvalho, que solicita urgência (art. 155) para o PL 212/2024.",1.0,0
2417888-18,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 212/2024, por ter sido aprovado o REQ 486/2024 que está apensado ao primeiro.",1.0,0
2419266-18,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 212/2024, por ter sido aprovado o REQ 486/2024 que está apensado ao primeiro.",1.0,0
2424991-7,2024-11-12,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0,0
2158510-79,2024-11-12,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 1005/2024.,1.0,2180124
2431821-7,2024-11-12,Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 285; Não: 78; Abstenção: 1; Total: 364.,1.0,0
2422879-18,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
545304-57,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,2347114
592370-35,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2193604-16,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2198336-15,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
592582-28,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
1243915-25,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2222610-15,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2055962-26,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2384668-15,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2079737-26,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,2192049
2084620-26,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2170699-21,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2084625-28,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2278601-17,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2350258-14,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2112316-23,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2117022-20,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
2330749-15,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,2367421
2388810-14,2024-11-12,"Aprovado o requerimento nº 1495/2024,do Sr. Hugo Motta, que solicita urgência (art. 155) para o PL 1874/2022.",1.0,0
545304-58,2024-11-12,"Realizar o encaminhamento do PL-3899/2012 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
545304-59,2024-11-12,"Realizar o encaminhamento do PL-3899/2012 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
545304-60,2024-11-12,"Realizar o encaminhamento do PL-3899/2012 à CDE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
545304-61,2024-11-12,"Realizar o encaminhamento do PL-3899/2012 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
545304-62,2024-11-12,"Realizar o encaminhamento do PL-3899/2012 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
545304-63,2024-11-12,"Realizar o encaminhamento do PL-3899/2012 à CMADS (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
545304-64,2024-11-12,"Realizar o encaminhamento do PL-3899/2012 à CICS (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
545304-65,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,2347114
592370-36,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
592582-29,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
1243915-26,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2055962-27,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2079737-27,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,2192049
2084620-27,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2084625-29,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2112316-24,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2117022-21,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2330749-16,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,2367421
2388810-15,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2170699-22,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2193604-17,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2198336-16,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2222610-16,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2384668-16,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2278601-18,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2330233-19,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,2428325
2422879-19,2024-11-12,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 1495/2024.,1.0,0
2350258-15,2024-11-12,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1874/2022, por ter sido aprovado o REQ 1495/2024 que está apensado ao primeiro.",1.0,0
2441829-7,2024-11-12,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2438467-29,2024-11-12,"Realizar o encaminhamento do PL-2215/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2438467-30,2024-11-12,"Realizar o encaminhamento do PL-2215/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2439717-49,2024-11-12,"Aprovado o Projeto de Lei nº 1.205, de 2024.",1.0,2468559
2329891-61,2024-11-12,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 1.732, de 2022, adotada pelo relator da Comissão de Saúde.",1.0,2468573
2329891-64,2024-11-12,"Aprovada a Redação Final assinada pelo relator, Dep. Doutor Luizinho (PP-RJ).",1.0,2468573
2176186-85,2024-11-12,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 10.286, de 2018, adotada pela relatora da Comissão de Constituição e Justiça e de Cidadania.",1.0,2468621
2395230-35,2024-11-12,"Aprovado o Substitutivo ao Projeto de Lei nº 4.932, de 2023, adotado pelo relator da Comissão de Finanças e Tributação.",1.0,2468606
2395230-38,2024-11-12,"Aprovada a Redação Final assinada pelo relator, Dep. Aureo Ribeiro (SOLIDARI-RJ).",1.0,2468606
2449941-25,2024-11-12,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0,0
2449941-27,2024-11-12,"Aprovada a Medida Provisória nº 1.244, de 2024.",1.0,0
2449941-34,2024-11-12,Aprovada a Redação Final assinada pelo Dep. Heitor Schuch (PSB/RS).,1.0,0
2227782-57,2024-11-12,"Aprovado o Substitutivo ao Projeto de Lei nº 5.791, de 2019, adotado pela relatora da Comissão Especial.",1.0,2468636
2227782-60,2024-11-12,"Aprovada a Redação Final assinada pela relatora, Dep. Benedita da Silva (PT-RJ).",1.0,2468636
2466546-2,2024-11-12,Aprovado. Subscrito pelo Deputado Sargento Fahur,1.0,0
2467115-2,2024-11-12,Aprovado. Subscrito pelos Deputados Allan Garcês e Sargento Fahur,1.0,0
2467282-2,2024-11-12,"Aprovado, com a inclusão da Dra. Carmem Elisa Carvalho, do Ministério Público do Estado do Rio de Janeiro e Dr. Flávio Horta Fernandes, Desembargador do Tribunal de Justiça do Rio de Janeiro. Subscrito pelos Deputados Allan Garcês e Sargento Fahur",1.0,0
2467632-2,2024-11-12,Aprovado. Subscrito pelos Deputados Allan Garcês e Sargento Fahur,1.0,0
2467633-2,2024-11-12,Aprovado. Subscrito pelos Deputados Allan Garcês e Sargento Fahur,1.0,0
2467636-2,2024-11-12,Aprovado. Subscrito pelos Deputados Allan Garcês e Sargento Fahur,1.0,0
2467688-2,2024-11-12,Aprovado. Subscrito pelos Deputados Allan Garcês e Sargento Fahur,1.0,0
2467702-2,2024-11-12,Aprovado. Subscrito pelos Deputados Allan Garcês e Sargento Fahur,1.0,0
2467705-2,2024-11-12,Aprovado. Subscrito pelos Deputados Allan Garcês e Sargento Fahur,1.0,0
2465175-2,2024-11-12,Aprovado.,1.0,0
2466502-2,2024-11-12,Aprovado.,1.0,0
2467634-2,2024-11-12,Aprovado com o voto contrário da Deputada Elisângela Araújo.,1.0,0
2467635-2,2024-11-12,Aprovado.,1.0,0
2207498-53,2024-11-12,Aprovado o Parecer.,1.0,2434394
2313544-26,2024-11-12,Aprovado o Parecer.,1.0,2459083
1280819-39,2024-11-12,Aprovado o Parecer.,1.0,2463635
2427908-27,2024-11-12,"Rejeitado os Requerimentos de Votação Nominal do Requerimento de Retirada de Pauta, e de Retirada de Pauta, da Deputada Elisângela Araújo.",0.0,2439758
2427908-28,2024-11-12,"Aprovado o Parecer, com os votos contrários dos Deputados Pedro Uczai e Elisângela Araújo.",1.0,2439758
2467734-2,2024-11-12,Aprovado.,1.0,0
2467735-2,2024-11-12,Aprovado.,1.0,0
2464842-2,2024-11-12,"Aprovado. Subscrito pelas Deputadas Adriana Ventura, Rogéria Santos e Dra. Mayra Pinheiro e pelo Deputado Allan Garcês.",1.0,0
2465329-2,2024-11-12,Aprovado. Subscrito pelas Deputadas Delegada Katarina e Dra. Mayra Pinheiro e pelo Deputado Allan Garcês.,1.0,0
2465932-2,2024-11-12,Aprovado. Subscrito pela Deputada Dra. Mayra Pinheiro e pelo Deputado Allan Garcês.,1.0,0
2465933-2,2024-11-12,"Aprovado. Subscrito pelas Deputadas Jandira Feghali, Delegada Katarina, Dra. Mayra Pinheiro e Rogéria Santos e pelos Deputados Dr. Zacharias Calil e Allan Garcês. Aprovada a inclusão, requerida pela Deputada Jandira Feghali, de Paulo Corrêa, professor, pesquisador e Coordenador da Comissão do Trabalho da Sociedade Brasileira de Pneumologia e Tisiologia.  Aprovada a inclusão, requerida pelo Deputado Dr. Zacharias Calil, de Estela Martins, médica do Instituto Dante Pazzanese de Cardiologia, e de Ricardo Meirelles, Coordenador da Comissão de Combate ao Tabagismo da Associação Médica Brasileira.",1.0,0
2465934-2,2024-11-12,"Aprovado. Subscrito pelas Deputadas Dra. Mayra Pinheiro, Delegada Katarina e Adriana Ventura e pelo Deputado Allan Garcês.",1.0,0
2466516-2,2024-11-12,Aprovado. Subscrito pelo Deputado Allan Garcês.,1.0,0
2467182-2,2024-11-12,Aprovado. Subscrito pelo Deputado Allan Garcês.,1.0,0
2467288-2,2024-11-12,Aprovado. Subscrito pelas Deputadas Rogéria Santos e Delegada Katarina e pelos Deputados Dr. Zacharias Calil e Allan Garcês.,1.0,0
2467379-2,2024-11-12,Aprovado. Subscrito pelos Deputados Dr. Zacharias Calil e Allan Garcês.,1.0,0
2442916-22,2024-11-12,Aprovado o Parecer.,1.0,2462214
2364120-24,2024-11-12,Aprovado o Parecer.,1.0,2459843
2408247-35,2024-11-12,Aprovado o Parecer.,1.0,2465235
2333899-26,2024-11-12,"Rejeitado os Requerimentos de Votação Nominal do Requerimento de Retirada de Pauta, e de Retirada de Pauta, da Deputada Elisângela Araújo.",0.0,2430773
2214872-33,2024-11-12,Aprovado o Parecer.,1.0,2463971
2268695-39,2024-11-12,Aprovado o Parecer.,1.0,2462235
2333899-27,2024-11-12,"Aprovado o Parecer com o seguinte resultado: 28 votos ""Sim"", 4 votos ""Não"". Quórum de votação: 32 votos.",1.0,2430773
2273708-41,2024-11-12,Aprovado o Parecer.,1.0,2456072
2333899-28,2024-11-12,Votação Nominal do Parecer solicitada pelo Deputado Pedro Uczai.,1.0,2430773
2318697-35,2024-11-12,Aprovado o Parecer.,1.0,2453951
2128484-57,2024-11-12,Aprovado o Parecer.,1.0,2463126
2423652-42,2024-11-12,Aprovado o Parecer.,1.0,2455376
2310217-25,2024-11-12,Aprovado o Parecer.,1.0,2459908
2422071-24,2024-11-12,Aprovado o Parecer.,1.0,2451191
2464841-2,2024-11-12,Aprovado.,1.0,0
2428115-23,2024-11-12,Aprovado o Parecer.,1.0,2456028
2437769-21,2024-11-12,Aprovado o Parecer.,1.0,2466036
2345734-76,2024-11-12,"Aprovado o Parecer Vencedor do Dep. Sargento Fahur. O parecer da Relatora, Dep. Duda Salabert, passou a constituir Voto em Separado.",1.0,0
2425768-25,2024-11-12,Aprovado o Parecer.,1.0,2463129
2294849-22,2024-11-12,Aprovado o Parecer.,1.0,2463562
2414741-18,2024-11-12,Aprovado o Parecer.,1.0,2462076
2414757-18,2024-11-12,Aprovado o Parecer.,1.0,2462741
2423018-19,2024-11-12,Aprovado o Parecer.,1.0,2462766
2423026-17,2024-11-12,Aprovado o Parecer.,1.0,2465186
2426551-17,2024-11-12,Aprovado o Parecer.,1.0,2462767
2426561-19,2024-11-12,Aprovado o Parecer.,1.0,2466823
2426568-19,2024-11-12,Aprovado o Parecer.,1.0,2464887
2426573-17,2024-11-12,Aprovado o Parecer.,1.0,2463631
2426578-19,2024-11-12,Aprovado o Parecer.,1.0,2464889
2428308-19,2024-11-12,Aprovado o Parecer.,1.0,2467184
2430241-17,2024-11-12,Aprovado o Parecer.,1.0,2463639
2450781-23,2024-11-12,Aprovado o Parecer com Complementação de Voto.,1.0,2463721
2450434-30,2024-11-12,Aprovado o Parecer.,1.0,2459926
2418788-23,2024-11-12,Aprovado o Parecer.,1.0,2452066
2422067-28,2024-11-12,Aprovado o Parecer.,1.0,2454476
2427750-24,2024-11-12,Aprovado o Parecer.,1.0,2443320
334449-94,2024-11-12,Aprovado o Parecer.,1.0,2423267
2219957-37,2024-11-12,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  20 votos ""Sim"", 33 votos ""Não"". Quórum de votação: 53 votos.",0.0,2457691
2433069-36,2024-11-12,Aprovado o Parecer.,1.0,2467678
2399064-35,2024-11-12,Aprovado o Parecer.,1.0,2457433
2423628-23,2024-11-12,Aprovado o Parecer.,1.0,2459133
2467748-2,2024-11-12,Aprovado.,1.0,0
2436590-28,2024-11-12,Aprovado o Parecer.,1.0,2466941
2438785-21,2024-11-12,Aprovado o Parecer.,1.0,2467194
2451296-21,2024-11-12,Aprovado o Parecer.,1.0,2466152
2452094-21,2024-11-12,Aprovado o Parecer.,1.0,2466940
2452215-23,2024-11-12,Aprovado o Parecer.,1.0,2462063
2439779-27,2024-11-12,Aprovado o Parecer.,1.0,2464787
2466778-2,2024-11-12,"Aprovado, com a inclusão de um Representante do Ministério Público do Trabalho, a pedido da Deputada Professora Luciene Cavalcante.",1.0,0
2466778-3,2024-11-12,Subscrito pela Deputada Professora Luciene Cavalcante.,1.0,0
2467123-2,2024-11-12,Subscrito pelos Deputados André Figueiredo e Professora Luciene Cavalcante.,1.0,0
2467123-3,2024-11-12,Aprovado.,1.0,0
2254440-40,2024-11-12,Aprovado o Parecer.,1.0,2450201
2439768-23,2024-11-12,Aprovado o Parecer.,1.0,2461931
2301508-39,2024-11-12,Aprovado o Parecer.,1.0,2456387
2372777-28,2024-11-12,Aprovado o Parecer.,1.0,2467957
2445282-28,2024-11-12,Aprovado o Parecer com Complementação de Voto.,1.0,0
2439454-19,2024-11-13,Aprovado o Parecer.,1.0,2466809
2426113-22,2024-11-13,Aprovado o Parecer.,1.0,2442921
346155-151,2024-11-13,Aprovado o Parecer. Apresentou voto em separado o Deputado David Soares.,1.0,2446933
2439713-27,2024-11-13,Aprovado o Parecer.,1.0,2459648
2443624-27,2024-11-13,Aprovado o Parecer.,1.0,2459185
2466513-2,2024-11-13,Aprovado.,1.0,0
2467865-2,2024-11-13,Aprovado.,1.0,0
2467877-2,2024-11-13,Aprovado.,1.0,0
2466427-2,2024-11-13,Aprovado.,1.0,0
2467945-3,2024-11-13,"Aprovado, com a inclusão, no rol de convidados, do representante do Ministério Público do Trabalho - MPT.",1.0,0
2467819-2,2024-11-13,Aprovado.,1.0,0
2467834-2,2024-11-13,Aprovado.,1.0,0
2375380-22,2024-11-13,Aprovado o Parecer. Apresentou voto em separado a Deputada Elisangela Araujo.,1.0,2461992
2217253-34,2024-11-13,Aprovado o Parecer. Apresentou voto em separado a Deputada Elisangela Araujo.,1.0,2461984
2198572-79,2024-11-13,Aprovado o Parecer.,1.0,2466444
514248-90,2024-11-13,Aprovado o Parecer.,1.0,2467673
2219282-72,2024-11-13,Aprovado o Parecer.,1.0,2449284
2206396-41,2024-11-13,Aprovado o Parecer.,1.0,2467074
2273807-52,2024-11-13,Aprovado o Parecer.,1.0,2467177
2198846-70,2024-11-13,Aprovado o Parecer.,1.0,2463973
2155283-82,2024-11-13,Aprovado o Parecer.,1.0,2461442
2136676-67,2024-11-13,Aprovado o Parecer.,1.0,2463443
2327215-45,2024-11-13,Aprovado o Parecer.,1.0,2463755
2419152-35,2024-11-13,Aprovado o Parecer.,1.0,2463813
2184021-51,2024-11-13,Aprovado o Parecer.,1.0,2467215
596290-94,2024-11-13,Aprovado o Parecer.,1.0,2463286
2186064-43,2024-11-13,Aprovado o Parecer.,1.0,2465486
2217323-51,2024-11-13,Aprovado o Parecer.,1.0,2463287
2191200-45,2024-11-13,Aprovado o Parecer.,1.0,2467712
2236661-51,2024-11-13,Aprovado o Parecer.,1.0,2467722
2418991-39,2024-11-13,Aprovado o Parecer.,1.0,2467829
2234037-26,2024-11-13,Aprovado o Parecer.,1.0,2465493
2166408-126,2024-11-13,Aprovado o Parecer.,1.0,2455806
2456109-24,2024-11-13,Aprovado o Parecer.,1.0,2464833
2186240-27,2024-11-13,Aprovado o Parecer.,1.0,2466423
2427146-21,2024-11-13,Aprovado o Parecer.,1.0,2466133
2439464-21,2024-11-13,Aprovado o Parecer.,1.0,2465429
2405665-36,2024-11-13,Aprovado o Parecer.,1.0,2465980
2426891-21,2024-11-13,Aprovado o Parecer.,1.0,2465199
2357505-48,2024-11-13,Aprovado o Parecer.,1.0,2466586
491625-89,2024-11-13,Aprovado o Parecer.,1.0,2466411
498041-101,2024-11-13,Aprovado o Parecer.,1.0,2463031
2356602-46,2024-11-13,Aprovado o Parecer.,1.0,2467210
2283424-55,2024-11-13,Aprovado o Parecer.,1.0,2463913
2463034-3,2024-11-13,Aprovado.,1.0,0
2397600-28,2024-11-13,Aprovado o Parecer.,1.0,2454982
2467740-2,2024-11-13,Aprovado.,1.0,0
2467935-2,2024-11-13,Aprovado.,1.0,0
2467947-2,2024-11-13,Aprovado.,1.0,0
2463280-3,2024-11-13,Aprovado.,1.0,0
2463284-4,2024-11-13,Aprovado.,1.0,2466949
2463763-3,2024-11-13,Aprovado.,1.0,0
2453125-5,2024-11-13,Aprovado. Subscrito pelo Deputado Mário Heringer.,1.0,0
2464016-3,2024-11-13,Aprovado.,1.0,0
2458717-5,2024-11-13,Aprovado.,1.0,0
2466949-3,2024-11-13,Aprovado.,1.0,0
2466950-3,2024-11-13,Aprovado.,1.0,0
2463145-3,2024-11-13,Aprovado.,1.0,0
568525-125,2024-11-13,Aprovado o Parecer.,1.0,2445446
2430613-39,2024-11-13,Aprovado o Parecer.,1.0,2456605
2466099-2,2024-11-13,Aprovado. Subscrito pela Deputada Silvia Waiãpi e pelos Deputados Rodrigo de Castro e Mário Heringer.,1.0,0
2405325-35,2024-11-13,Aprovado o Parecer.,1.0,2460071
945650-77,2024-11-13,Aprovado o Parecer.,1.0,2458818
2389468-22,2024-11-13,"Rejeitado o Requerimento de Votação Nominal do Requerimento de Retirada de Pauta, do Deputado Tadeu Veneri.",0.0,2434043
2466683-2,2024-11-13,Aprovado. Subscrito pelo Deputado Gabriel Nunes e pela Deputado Silvia Waiãpi.,1.0,0
2467756-2,2024-11-13,"Aprovado. Subscrito pelos Deputados Joaquim Passarinho, Hugo Leal e Julio Lopes.",1.0,0
2467797-2,2024-11-13,Aprovado. Subscrito pelo Deputado Mário Heringer.,1.0,0
2116964-77,2024-11-13,Aprovado o Parecer.,1.0,2465257
2442412-24,2024-11-13,Aprovado o Parecer. Apresentaram votos em separado os Deputados Tadeu Veneri e Elisangela Araujo.,1.0,2463956
2466061-2,2024-11-13,"Aprovado, subscrito pelo Deputado Saulo Pedroso (PSD/SP).",1.0,0
2467709-2,2024-11-13,"Aprovado, subscrito pelos Deputados Saulo Pedroso (PSD/SP) e Florentino Neto (PT/PI).",1.0,0
2450773-8,2024-11-13,"Aprovado o requerimento nº 62/2024,do Sr. Julio Lopes que requer, em aditamento ao REQ n.º 51/2024, a inclusão de convidado em Audiência Pública da Comissão de Desenvolvimento Econômico, a fim de debater a situação das Agências Reguladoras.",1.0,2467710
2467710-2,2024-11-13,"Aprovado, subscrito pelos Deputados Saulo Pedroso (PSD/SP) e Florentino Neto (PT/PI).",1.0,0
2417313-25,2024-11-13,Aprovado o Parecer.,1.0,2468735
2447053-22,2024-11-13,Aprovado o Parecer.,1.0,2460031
2430462-21,2024-11-13,Aprovado o Parecer.,1.0,2466397
2467857-2,2024-11-13,Aprovado. Subscrito pela Deputada Silvia Waiãpi.,1.0,0
2141480-89,2024-11-13,"Aprovado o Parecer, apresentou voto em separado o Deputado Vitor Lippi.",1.0,2467642
2313872-30,2024-11-13,Aprovado o Parecer.,1.0,2440757
2442860-21,2024-11-13,Aprovado o Parecer.,1.0,2466801
2416757-45,2024-11-13,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2453191
2452764-21,2024-11-13,Aprovado o Parecer.,1.0,2466399
2150620-69,2024-11-13,Aprovado o Parecer.,1.0,2432449
2347108-23,2024-11-13,Aprovado o Parecer.,1.0,2453488
2258616-29,2024-11-13,Aprovado o Parecer.,1.0,2465096
2254065-129,2024-11-13,Aprovado o Parecer.,1.0,0
2355351-30,2024-11-13,Aprovado o Parecer.,1.0,2459036
2431141-24,2024-11-13,Aprovado o Parecer.,1.0,2453446
2357926-27,2024-11-13,Aprovado o Parecer.,1.0,2447123
2353684-82,2024-11-13,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2426882
2355474-34,2024-11-13,Aprovado o Parecer.,1.0,2468987
2380083-26,2024-11-13,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  11 votos ""Sim"", 14 votos ""Não"". Quórum de votação: 25 votos.",0.0,2450516
2380083-27,2024-11-13,"Aprovado o Parecer, com votos contrários das Deputadas Luciene Cavalcante e Lídice da Mata e dos Deputados Reimont, Tarcísio Motta, Fernando Mineiro e Prof. Reginaldo Veras.",1.0,2450516
543252-45,2024-11-13,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  13 votos ""Sim"", 34 votos ""Não"". Quórum de votação: 47 votos e 1 obstrução.",0.0,2438980
2383411-50,2024-11-13,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  4 votos ""Sim"", 30 votos ""Não"". Quórum de votação: 34 votos e 5 obstruções.",0.0,2440230
2200631-62,2024-11-13,Aprovado o Parecer com Complementação de Voto.,1.0,2469275
2383411-59,2024-11-13,"Rejeitado o Requerimento de Adiamento de Votação. Resultado:  7 votos ""Sim"", 32 votos ""Não"". Quórum de votação: 39 votos e 4 obstruções.",0.0,2440230
2383411-63,2024-11-13,"Aprovado o Parecer com o seguinte resultado: 33 votos ""Sim"", 11 votos ""Não"". Quórum de votação: 44 votos.",1.0,2440230
2410408-37,2024-11-13,Aprovada a Redação Final.,1.0,2452097
2351858-70,2024-11-13,Aprovada a Redação Final.,1.0,2455993
2376024-50,2024-11-13,Aprovada a Redação Final.,1.0,2403999
2423011-33,2024-11-13,Aprovada a Redação Final.,1.0,2436507
